predator,pred_stage,BB,PB,PL,PS,MA,SG,ZS,ZM,ZL,ZG,SQX,BMD,BD,BG,BMS,DUN,BML,PWN,BFF,BIV,GEC,BC,HEP,HEC,FPS,POP,CHY,CHS,CSY,CSS,CSN,CDS,CNY,CNS,CHC,CYE,CKS,COH,COS,COD,COY,CMS,CMF,CMH,PIS,SAL,SAF,FMM,FVS,ROC,MRO,DVR,MVR,SMD,FDF,HAP,DOG,SBL,SSK,RAT,SB,SP,BE,HSL,CSL,PIN,PHR,ROR,TOR,HUW,DL,DR,DC,DL_s,DR_s,DC_s
Benthic filter feeder,INVERT,0,0,0.32,0,0.08666666666666666,0,0.08666666666666666,0.08666666666666666,0,0,0,0,0,0,0,0,0,0,0.24666666666666667,0.08666666666666666,0,0.08666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benthic grazers,INVERT,0,0,0.01615498317162067,0,2.9165445097100896e-10,0,0,0,0,0,0,0,0,2.9165445097100896e-10,0,0,0.927696652053586,0,0.05614836389983009,0,0,2.9165445097100896e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bivalves,INVERT,0.01134773064149951,0.01134773064149951,0,0.07646208979867535,0,0,0.00179372197309417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1498414544908719,0.1498414544908719,0.1498414544908719,0.1498414544908719,0.1498414544908719,0.1498414544908719
Carnivorous infauna,INVERT,0.03703703703703703,0.03703703703703703,0,0,0.03703703703703703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817,0.14814814814814817
Crabs,INVERT,0,0,0.16881017640030924,0,0.08862182865977933,0.00379506641366223,0,0,0,0,0,0,0.07557335957082953,0,0,0,0.06681190994916486,0.02108370229812355,0.02108370229812355,0.3973575093119685,0,0.00843348091924942,4.21674045962471e-4,4.21674045962471e-4,0.00421674045962471,0.00421674045962471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01265022137887413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02108370229812355,0.02108370229812355,0.02108370229812355,0.02108370229812355,0.02108370229812355,0.02108370229812355
Deep macro-zoobenthos,INVERT,0.03743689589785532,0.03743689589785532,0,0.05406765305474758,0.13681612444815114,0,0.02498152032503389,0,0,0,0,0.06224137645137078,0.08199258125005865,0.05877633035196026,0,0,0.03313730685759744,0.00477517938317185,0.1391554047641165,0.07829770717982285,0.00477517938317185,0.01225123959088492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389764341940336,0.0389764341940336,0.0389764341940336,0.0389764341940336,0.0389764341940336,0.0389764341940336
Deposit feeders,INVERT,0.00892293349162683,0.00892293349162683,0,0.00625655828273695,0.00625501345353134,0.00125131165654739,1.2513116565473917e-4,0.26333853812039865,0,0,0,0,0.00625655828273695,0.00265787864825899,0,0,0.2870508940119717,0.00625655828273695,0.00195459515240319,0.1466537261473543,0,0.00891443693099595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04086382214690322,0.04086382214690322,0.04086382214690322,0.04086382214690322,0.04086382214690322,0.04086382214690322
Dungeness crab,INVERT,0,0,0,0,0.01481840140103375,0.03837052414579447,0,9.588533363621647e-6,0.01111097386307668,0,0,0.0400240829956503,0.0389044122483535,0.00871391098189513,0.00555548693153834,0.06632398205564465,0.04161845160287686,0.11503504064933276,0.04095983037243021,0.1111541018267639,0,0.04216075979751745,0.07806372583703201,0.07806372583703201,0.07666563779019736,0.06401630503902626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07612361677764873,0.05230744131379201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gelatinous zooplankton,INVERT,0,0,0,0,0,0,0.3161921103399337,0.29010287603944185,0,0,0,0,0,0,0,0,0,0,0.2540818505564555,0.13962316306416905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geoducks,INVERT,0.01694915254237288,0.01694915254237288,0,0.5084745762711865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.07627118644067797,0.07627118644067797
Large zooplankton,INVERT,0.01556068883743092,0.01556068883743092,0.14722185397486462,0,0.3120200300562574,0,0.10297102308316844,0.1613044379367623,0.02418759922916724,0.03386263892083414,0,0,0,0,0,0,0.11703567960678306,0,0.03133332475834181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064903391264932,0.0064903391264932,0.0064903391264932,0.0064903391264932,0.0064903391264932,0.0064903391264932
Mesozooplankton,INVERT,0,0,0,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Microzooplankton,INVERT,0.04347826086956522,0.04347826086956522,0,0.782608695652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02173913043478261,0.02173913043478261,0.02173913043478261,0.02173913043478261,0.02173913043478261,0.02173913043478261
Octopi,INVERT,0,0,0,0,0,0,0,0,0,0,0,0.05251777950862549,0,0.0367316200454794,0,0.02750037568798546,0.24276860597863653,0,0.12541005034929678,0.1108441590990019,0,0.4042274093309745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shrimp,INVERT,0.01034115646453836,0.01034115646453836,0.03171472316798263,0.01175131416424813,0.0216562618470096,0.00235026283284962,2.350262832849628e-4,0.00470052566569925,0.0388399643063894,0,0,0,0.01175131416424813,0,0,0,0.20024323822451257,0.01175131416424813,0.00235026283284962,0.122880268668775,0,0.09604590083589336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07050788498548884,0.07050788498548884,0.07050788498548884,0.07050788498548884,0.07050788498548884,0.07050788498548884
Squid,INVERT,0,0,0,0,0,0,3.072329072128559e-5,0.00618956462107047,0.30223535339888286,0.07705258289834838,0.00497254342171987,0,0.00448705879274775,2.962409662148527e-4,0.00216994568667303,0,0.12681780323275096,0.00368765428329644,0,0,0,0.02762524123177709,0.06659675041602377,0.06659675041602377,0.1149737048231836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592571605395797,0.00592571605395797,0.00592571605395797,0.00592571605395797,0.17256521830473398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
California sea lions,adult,0,0,0,0,0,0,0,0,0,0,1.1724368326782986e-9,0,0,0,1.1724368326782986e-9,0,0,0,0,0,0,0,0.10245627275183011,0.10245627275183011,0.00599057929311807,0,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,0.01350481952388098,0,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,1.1724368326782986e-9,0.4203133850991477,0.3552786354070881,1.1724368326782986e-9,1.1724368326782986e-9,0,1.1724368326782986e-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Duwamish Subyearling,adult,0,0,0,0,0,0,0,1.1752549831486662e-10,0.07138859246724046,1.1752549831486662e-10,1.1752549831486662e-10,0,0.00446232017139039,1.1752549831486662e-10,1.1752549831486662e-10,0,0.11631636157914622,0.02975824593011972,1.1752549831486662e-10,0,0,1.1752549831486662e-10,0.3324042728014776,0.32483740477794265,0.1144564872426928,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,0,1.1752549831486662e-10,1.1752549831486662e-10,0.00637631103412324,0,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,1.1752549831486662e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Hatch Subyearling,adult,0,0,0,0,0,0,0,1.1669804271730886e-10,0.07056026072995267,1.1669804271730886e-10,1.1669804271730886e-10,0,0.0058411584188615,1.1669804271730886e-10,1.1669804271730886e-10,0,0.1152317673888243,0.03173514978818555,1.1669804271730886e-10,0,0,1.1669804271730886e-10,0.33158752375873884,0.32329393656277744,0.11286822987739044,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,0,1.1669804271730886e-10,1.1669804271730886e-10,0.00888196950753582,0,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,1.1669804271730886e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Hatch Yearling,adult,0,0,0,0,0,0,0,1.1689554390562512e-10,0.06970986177345619,1.1689554390562512e-10,1.1689554390562512e-10,0,0.00484427435615671,1.1689554390562512e-10,1.1689554390562512e-10,0,0.113842983196008,0.03208301414210512,1.1689554390562512e-10,0,0,1.1689554390562512e-10,0.3344511820224267,0.32608596969642406,0.1127992056969537,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,0,1.1689554390562512e-10,1.1689554390562512e-10,0.00618350514202104,0,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,1.1689554390562512e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Hood Canal Subyearling,adult,0,0,0,0,0,0,0,1.1671233150055779e-10,0.070731587621338,1.1671233150055779e-10,1.1671233150055779e-10,0,0.00695915413981645,1.1671233150055779e-10,1.1671233150055779e-10,0,0.11524587663786728,0.03101652647197399,1.1671233150055779e-10,0,0,1.1671233150055779e-10,0.33162812411624754,0.32407892438144453,0.11133316295618204,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,0,1.1671233150055779e-10,1.1671233150055779e-10,0.00900663970691091,0,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,1.1671233150055779e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Nisqually Subyearling,adult,0,0,0,0,0,0,0,9.503315154043764e-4,0.06160629318421726,2.8136625541019757e-4,0.04377528226421334,0,0.04112930650420089,0.0426848998050762,0.03238046462221233,0,0.07162314949316663,0.08001767562968959,0.0677939946304819,0,0,0.02188976181442159,0.05783756489658207,0.05711708735681529,0.0799157569113148,0.09166480188426912,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.01226047875479874,0.01226047875479874,0.01226047875479874,0,0.00613023937739937,0.00613023937739937,0.08276769671661617,0,0.0043047390066387,0.0027701468768515,0.0027701468768515,0.0027701468768515,0.01647543705895872,0.01119101864532929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Nisqually Yearling,adult,0,0,0,0,0,0,0,9.503315154043764e-4,0.06160629318421726,2.8136625541019757e-4,0.04377528226421334,0,0.04112930650420089,0.0426848998050762,0.03238046462221233,0,0.07162314949316663,0.08001767562968959,0.0677939946304819,0,0,0.02188976181442159,0.05783756489658207,0.05711708735681529,0.0799157569113148,0.09166480188426912,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.01226047875479874,0.01226047875479874,0.01226047875479874,0,0.00613023937739937,0.00613023937739937,0.08276769671661617,0,0.0043047390066387,0.0027701468768515,0.0027701468768515,0.0027701468768515,0.01647543705895872,0.01119101864532929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Skagit Subyearling,adult,0,0,0,0,0,0,0,9.503315154043764e-4,0.06160629318421726,2.8136625541019757e-4,0.04377528226421334,0,0.04112930650420089,0.0426848998050762,0.03238046462221233,0,0.07162314949316663,0.08001767562968959,0.0677939946304819,0,0,0.02188976181442159,0.05783756489658207,0.05711708735681529,0.0799157569113148,0.09166480188426912,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00613023937739937,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.00245209575095974,0.01226047875479874,0.01226047875479874,0.01226047875479874,0,0.00613023937739937,0.00613023937739937,0.08276769671661617,0,0.0043047390066387,0.0027701468768515,0.0027701468768515,0.0027701468768515,0.01647543705895872,0.01119101864532929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Skagit Yearling,adult,0,0,0,0,0,0,0,1.0840970707637936e-10,0.05801786971407455,1.0840970707637936e-10,1.0840970707637936e-10,0,0.02682519160470397,1.0840970707637936e-10,1.0840970707637936e-10,0,0.5592647256391661,1.0840970707637936e-10,1.0840970707637936e-10,0,0,1.0840970707637936e-10,0.1708395042462543,0.16202685480185866,0.02087068331353376,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,0,1.0840970707637936e-10,1.0840970707637936e-10,0.00215516688606895,0,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,1.0840970707637936e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook Snohomish Subyearling,adult,0,0,0,0,0,0,0,1.0857737169540304e-10,0.05704695652892729,1.0857737169540304e-10,1.0857737169540304e-10,0,0.02699069697748691,1.0857737169540304e-10,1.0857737169540304e-10,0,0.557555967705668,1.0857737169540304e-10,1.0857737169540304e-10,0,0,1.0857737169540304e-10,0.17149817888083085,0.16340236012558434,0.02019328494379917,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,0,1.0857737169540304e-10,1.0857737169540304e-10,0.0033125510374954,0,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,1.0857737169540304e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook other Subyearling,adult,0,0,0,0,0,0,0,1.08088706104522e-10,0.05639924671511146,1.08088706104522e-10,1.08088706104522e-10,0,0.02755850886099119,1.08088706104522e-10,1.08088706104522e-10,0,0.56147412217559,1.08088706104522e-10,1.08088706104522e-10,0,0,1.08088706104522e-10,0.1695509925579928,0.16117552454674502,0.02129361418554101,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,0,1.08088706104522e-10,1.08088706104522e-10,0.00254798717492381,0,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,1.08088706104522e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chinook other Yearling,adult,0,0,0,0,0,0,0,1.08386581998072e-10,0.05707799807792216,1.08386581998072e-10,1.08386581998072e-10,0,0.0276344558840218,1.08386581998072e-10,1.08386581998072e-10,0,0.5591454278297429,1.08386581998072e-10,1.08386581998072e-10,0,0,1.08386581998072e-10,0.17001824908488403,0.16087708260196412,0.02215366012539407,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,0,1.08386581998072e-10,1.08386581998072e-10,0.00309312260254055,0,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,1.08386581998072e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chum Fall Subyearling,adult,0,0,0,0,0,0,0,2.9767544137982764e-10,2.9767544137982764e-10,2.9767544137982764e-10,0,0,0.232405225487576,0,0,0,0.3501514711545843,0.05665147486532868,2.9767544137982764e-10,0,0,0.3607918267064584,2.9767544137982764e-10,2.9767544137982764e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chum Hatch Subyearling,adult,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0,0.1,0,0,0,0.1,0.1,0.1,0,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chum Hood Canal summer run Subyearling,adult,0,0,0,0,0,0,0,6.021009337201424e-10,6.021009337201424e-10,6.021009337201424e-10,0,0,0.06369760360025194,0,0,0,0.5298770672796558,6.021009337201424e-10,6.021009337201424e-10,0,0,0.39734527649629137,0.00454002480664813,0.00454002480664813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coho Deep South Yearling,adult,0,0,0,0,0,0,0,1.168081639269909e-10,0.07310896751920148,1.168081639269909e-10,1.168081639269909e-10,0,0.00584667038303887,0,0,0,0.11349623436623552,0.03169203459657312,0,0,0,1.168081639269909e-10,0.3326655765881686,0.3250927602317459,0.11219698066233368,0,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,0,1.168081639269909e-10,1.168081639269909e-10,0.00590077203164975,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,1.168081639269909e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coho Hatch Yearling,adult,0,0,0,0,0,0,0,1.166257497740388e-10,0.07182762491680326,1.166257497740388e-10,1.166257497740388e-10,0,0.00647489017827893,0,0,0,0.11305835113484046,0.03275459402973577,0,0,0,1.166257497740388e-10,0.3321460674431786,0.3253333654646677,0.11176411012068496,0,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,0,1.166257497740388e-10,1.166257497740388e-10,0.00664099309641206,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,1.166257497740388e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coho Skagit Yearling,adult,0,0,0,0,0,0,0,1.1693972079475534e-10,0.07005811231004248,1.1693972079475534e-10,1.1693972079475534e-10,0,0.00519271544834332,0,0,0,0.11627085691416074,0.02913646663702546,0,0,0,1.1693972079475534e-10,0.33304024595885146,0.3254589006095359,0.11232334411889658,0,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,0,1.1693972079475534e-10,1.1693972079475534e-10,0.00851935437801265,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,1.1693972079475534e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coho other Yearling,adult,0,0,0,0,0,0,0,1.1668893757977408e-10,0.07120762760797054,1.1668893757977408e-10,1.1668893757977408e-10,0,0.00483571237258829,0,0,0,0.11628898045367564,0.03122527488754976,0,0,0,1.1668893757977408e-10,0.3315616522879022,0.3232687121829321,0.11364177210021924,0,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,0,1.1668893757977408e-10,1.1668893757977408e-10,0.00797026448980513,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,1.1668893757977408e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demersal rockfish,adult,0,0,0,0,1.7501817877616958e-10,0,0,0,0.30102699335190203,1.7501817877616958e-10,0,1.7501817877616958e-10,0.25444933045264384,1.7501817877616958e-10,1.7501817877616958e-10,0,0.4070172817471734,0.02336375618329693,0.01414263511465669,1.7501817877616958e-10,0,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,1.7501817877616958e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
